Y_pred	Y_test
18	18
18	7
8	8
18	20
8	8
8	8
7	8
8	8
8	8
8	18
8	8
8	8
18	8
18	18
8	8
8	8
18	18
18	18
8	8
18	18
20	14
8	8
8	8
8	8
8	8
9	8
18	8
18	20
20	18
8	7
18	18
7	7
18	20
18	8
20	20
18	18
18	8
18	18
18	18
8	8
18	18
8	8
8	8
8	7
8	18
14	18
8	8
8	8
8	7
18	18
8	18
18	7
20	18
9	9
20	20
18	20
20	7
18	18
18	18
8	8
18	20
18	18
18	18
20	20
20	18
8	8
18	18
18	18
8	18
18	8
18	18
8	8
8	8
8	8
8	8
9	20
18	18
8	8
18	8
8	7
18	18
18	18
18	20
18	18
18	20
8	20
20	18
8	20
18	8
20	18
18	18
8	8
18	18
18	18
18	7
18	8
18	18
8	8
8	8
18	18
18	18
7	7
18	18
8	8
8	8
20	20
8	8
20	18
8	8
18	8
18	18
18	9
18	18
7	8
8	8
18	20
8	8
18	20
8	8
18	8
8	8
18	18
8	8
18	18
8	8
9	8
8	8
8	8
8	18
8	8
8	8
8	8
8	18
18	20
18	20
8	8
18	18
8	19
8	18
18	18
8	8
8	8
18	20
18	18
8	8
8	18
18	18
18	18
8	8
18	20
18	18
7	8
8	18
20	20
8	7
18	20
8	8
8	18
18	18
8	8
8	8
20	20
8	8
18	20
8	7
8	8
18	18
8	8
18	18
18	7
18	18
20	20
18	18
18	18
18	18
8	18
8	8
18	8
8	20
18	18
18	18
8	8
18	8
18	20
18	20
8	8
8	8
8	8
8	8
8	8
18	7
18	20
8	18
18	18
18	18
8	8
8	8
14	18
8	18
20	8
8	20
8	8
8	8
18	18
18	9
18	18
18	8
18	18
8	20
9	18
18	8
20	7
1	18
18	18
20	18
18	7
18	18
8	8
18	18
18	18
8	8
8	8
18	18
18	20
18	18
8	8
8	8
8	8
8	18
20	18
20	18
8	8
8	8
8	7
20	18
18	18
18	18
18	18
18	20
8	18
7	8
18	18
8	18
18	18
8	8
18	18
18	8
18	18
8	8
8	8
20	20
14	20
8	18
8	8
8	7
20	18
18	18
8	7
8	8
8	8
8	8
8	8
8	8
8	8
18	18
8	8
16	8
8	18
8	18
20	20
18	20
8	8
8	8
8	8
20	8
18	8
18	18
18	18
18	20
18	18
8	18
8	8
18	8
18	20
8	8
8	8
8	8
18	18
18	18
18	18
18	18
8	8
8	8
18	20
18	8
20	20
18	8
20	20
18	20
18	8
8	8
20	8
8	8
8	20
18	18
8	7
18	20
18	20
8	8
8	7
18	18
8	18
18	18
18	18
18	19
18	20
18	18
18	18
8	8
20	7
18	8
8	7
18	18
18	18
20	20
8	18
8	8
18	18
8	8
8	8
8	8
8	8
20	20
8	8
8	7
8	7
8	7
8	8
8	8
20	8
20	20
8	8
8	18
8	8
8	8
18	18
8	20
8	8
7	8
8	8
18	18
18	18
18	8
1	2
8	18
8	7
20	20
8	8
8	8
8	8
8	8
8	8
8	8
14	15
8	18
8	8
8	8
8	8
8	8
8	20
8	8
18	18
8	8
8	8
8	8
8	7
18	8
8	8
14	20
18	20
18	18
8	8
8	8
18	18
18	18
8	8
7	7
18	18
18	18
8	18
18	20
7	8
8	0
18	8
18	18
8	20
18	18
8	8
18	18
8	8
8	8
8	8
18	8
8	18
8	8
8	18
18	18
8	8
8	18
18	18
20	20
8	8
8	8
8	7
8	8
8	20
8	8
8	18
8	8
20	18
18	20
20	18
18	18
8	18
20	20
18	18
8	8
8	8
18	7
18	18
8	8
18	20
20	20
20	7
8	7
18	18
8	7
18	20
8	8
18	7
8	8
18	20
18	18
18	20
8	14
18	18
18	20
18	18
8	7
18	18
8	8
18	8
8	8
8	8
8	8
8	0
18	18
18	18
18	20
8	18
18	18
18	18
8	8
8	18
18	18
20	18
18	18
7	7
14	18
18	8
18	20
8	18
18	18
18	20
18	18
8	18
8	8
14	14
8	8
18	18
8	8
20	20
18	20
18	20
8	8
18	18
8	8
18	18
8	8
8	18
8	8
8	20
8	8
18	18
8	8
18	20
18	20
8	8
18	20
18	18
8	8
20	20
8	2
8	8
8	8
20	18
8	8
20	18
8	8
18	8
18	18
8	8
8	8
8	8
8	8
18	18
20	20
7	7
8	8
8	8
8	8
8	20
8	8
8	8
8	8
18	8
18	18
8	8
8	8
8	8
18	18
18	18
18	8
18	18
8	8
18	18
8	8
18	18
18	18
8	7
18	18
18	18
18	18
18	18
8	18
18	8
18	18
8	8
18	18
8	8
20	20
20	18
8	8
8	8
8	8
8	8
8	8
8	8
8	8
18	18
18	18
20	8
8	18
8	8
18	20
18	18
8	8
18	7
18	18
20	8
18	18
18	20
8	8
8	8
8	8
20	18
20	18
20	18
20	18
18	20
20	18
18	18
8	18
18	20
8	8
8	8
18	18
18	20
18	18
18	18
18	8
8	8
18	18
8	8
20	20
8	8
18	18
18	20
8	8
8	8
8	8
18	18
18	7
8	8
18	8
18	18
20	20
8	8
8	8
18	18
18	18
8	8
8	8
8	7
20	18
20	20
18	18
20	7
8	8
18	20
8	8
8	20
18	20
18	20
8	20
18	20
8	8
18	18
14	14
18	20
18	20
20	20
8	20
18	8
8	8
18	7
20	8
8	1
8	20
8	8
8	8
8	8
8	8
18	18
8	8
8	8
18	18
8	18
18	8
14	20
18	18
18	20
8	12
1	15
18	18
18	18
8	8
8	18
18	18
20	20
18	18
18	18
8	8
18	18
8	8
18	20
20	18
8	8
8	8
8	8
8	7
18	20
18	18
7	7
18	8
8	8
8	8
8	7
18	20
8	8
8	8
8	8
8	8
18	18
20	8
8	7
8	8
8	7
8	8
8	8
20	8
8	8
8	8
18	18
8	8
8	8
18	18
8	8
18	8
8	18
18	8
20	8
8	8
18	18
18	20
18	20
18	18
8	8
18	18
18	18
20	20
8	8
18	20
18	8
20	18
18	8
20	18
18	8
8	8
20	7
18	20
18	18
18	18
8	8
8	8
8	7
8	8
8	7
8	20
8	8
18	18
8	8
8	8
18	18
18	18
8	18
8	8
18	18
8	8
18	20
18	18
8	20
8	8
20	20
8	8
18	8
18	20
8	8
20	8
8	8
18	20
8	8
18	18
8	8
8	8
20	20
18	20
14	18
18	20
8	8
20	18
8	7
18	20
8	8
8	20
8	20
8	8
8	8
8	8
8	8
18	18
18	18
8	8
18	18
18	20
18	18
18	8
18	18
18	20
8	8
8	8
8	8
8	8
18	20
8	8
8	8
8	8
8	8
8	8
18	8
8	8
18	18
18	20
8	1
8	8
8	18
18	8
8	8
8	20
20	18
8	8
8	8
20	18
18	18
18	18
18	18
8	7
8	8
8	8
8	8
8	7
14	18
8	8
18	8
18	20
8	8
8	18
8	7
8	18
8	18
18	20
8	8
18	18
8	18
18	20
8	8
8	8
18	8
8	8
8	18
18	18
18	20
8	8
18	18
20	8
8	8
20	18
8	8
8	18
8	7
8	8
8	8
8	8
20	20
18	18
18	18
18	18
18	7
18	18
18	18
8	8
8	8
18	20
8	8
18	20
18	18
8	20
8	7
8	8
1	14
18	18
18	20
14	14
8	8
18	18
8	8
8	8
18	8
8	7
18	18
20	8
18	18
8	7
8	18
18	20
8	8
18	7
18	18
8	18
18	18
8	8
18	20
8	8
8	8
8	8
8	8
18	18
20	20
8	18
18	18
8	8
8	8
8	8
7	8
8	18
8	8
8	8
8	18
8	8
18	18
8	18
20	7
18	20
7	18
18	18
20	20
20	18
8	8
18	18
7	14
7	7
8	8
18	8
20	20
8	8
8	8
8	8
7	8
20	18
18	18
18	18
18	18
20	18
8	1
8	8
18	8
7	20
18	18
18	18
7	7
18	9
18	18
8	8
8	8
8	7
8	20
20	8
18	18
8	8
18	18
8	8
8	8
20	20
18	18
20	7
8	18
18	20
20	8
8	8
18	18
18	18
8	7
8	8
20	8
20	20
20	18
8	18
8	8
20	7
8	18
8	18
8	8
18	18
20	18
8	18
20	20
8	8
18	18
18	20
8	8
18	18
18	8
8	8
7	18
8	8
18	18
20	20
8	8
14	2
8	8
18	18
18	18
9	9
8	8
8	8
18	18
14	15
18	18
18	8
18	18
18	8
1	1
8	8
8	18
7	8
8	8
8	8
20	7
20	20
18	7
18	18
8	8
8	8
8	8
18	18
8	8
18	18
18	18
18	18
20	18
18	9
8	20
18	18
18	9
8	7
18	18
18	18
20	20
20	20
18	8
8	8
20	18
8	8
8	8
8	8
18	8
18	18
18	18
18	20
8	20
18	18
20	20
18	18
18	18
8	8
8	8
18	14
18	18
18	18
18	8
18	18
18	20
18	20
8	8
7	8
8	8
18	18
8	8
8	8
8	8
18	18
18	18
18	18
8	8
8	18
8	8
8	0
8	20
18	18
18	20
20	18
8	8
18	15
18	8
18	18
8	8
8	8
18	18
20	20
8	8
8	8
18	18
18	20
8	8
18	18
18	18
7	8
18	18
18	18
18	20
8	8
20	18
8	8
18	18
8	18
18	18
18	18
8	7
18	20
8	20
7	8
18	18
8	8
8	8
8	8
8	7
20	18
7	18
18	18
8	8
20	20
8	8
20	20
8	7
20	20
8	18
8	8
7	7
8	8
18	20
18	20
18	20
8	8
9	8
18	20
18	20
8	8
8	8
18	18
20	20
18	18
18	18
18	18
8	7
8	8
8	8
8	8
8	8
18	18
8	8
18	18
8	8
18	8
8	7
18	18
14	18
8	8
20	18
20	20
18	18
18	20
8	8
18	18
18	18
20	18
8	8
18	18
18	20
18	18
18	18
20	18
18	18
8	7
18	20
8	7
8	8
8	7
18	18
8	20
8	8
18	8
8	8
8	18
7	8
8	8
7	8
8	15
8	8
18	20
18	20
20	20
18	18
8	8
18	18
8	8
8	8
20	8
8	8
18	18
8	8
8	8
20	20
8	8
7	7
7	20
8	18
18	18
20	18
8	18
8	20
8	8
8	8
8	18
8	20
18	18
18	18
18	18
8	7
8	7
8	18
8	8
8	8
8	8
18	20
18	18
18	18
8	8
8	18
8	18
8	8
18	18
8	18
8	7
18	8
18	18
8	8
8	8
8	8
8	20
18	18
8	8
18	18
18	18
7	8
20	7
7	7
8	18
18	18
8	8
18	18
18	18
8	8
8	8
14	14
18	18
18	7
18	18
8	8
20	18
18	20
18	18
7	7
8	8
8	8
18	18
20	18
18	20
8	8
18	8
20	8
8	8
7	7
8	8
7	7
14	20
18	19
20	7
18	20
18	20
18	8
8	8
8	8
18	20
18	20
7	8
8	8
8	8
18	20
8	8
8	8
8	8
8	8
8	8
18	18
18	18
18	18
8	18
18	18
8	8
18	20
8	8
18	18
18	20
8	20
8	8
8	8
18	18
8	20
8	18
18	18
20	18
18	20
18	20
7	7
18	20
18	20
8	8
18	18
8	7
18	18
8	15
8	8
18	8
18	8
8	8
7	7
8	8
8	8
8	8
18	18
8	18
8	8
8	8
18	8
8	8
20	20
8	7
18	8
8	7
8	8
18	20
18	18
8	8
18	20
8	7
20	18
18	18
8	8
8	8
18	20
18	18
8	18
18	18
18	18
8	8
8	8
18	20
7	18
8	20
20	20
18	20
8	8
20	20
8	8
18	20
18	18
8	8
8	8
18	18
8	8
8	18
8	8
8	8
8	8
8	18
8	8
18	18
8	18
18	20
20	8
8	8
8	8
8	7
20	20
8	8
18	18
8	8
8	8
7	8
18	18
18	18
18	18
18	18
8	8
8	8
18	18
20	20
8	8
18	18
18	20
8	8
18	18
20	20
20	20
8	8
8	18
18	18
8	8
20	18
20	18
8	8
20	20
8	8
14	14
8	8
18	18
8	8
18	0
8	7
18	18
8	8
8	7
8	8
8	8
8	18
8	8
8	8
18	18
8	18
18	18
8	8
8	8
18	18
18	18
18	18
8	8
18	7
18	18
18	8
8	8
8	7
8	7
18	8
18	18
8	8
8	8
18	18
20	18
20	8
8	8
9	9
20	20
18	18
8	7
8	8
8	8
20	20
18	18
18	18
8	8
18	8
20	8
18	8
6	0
8	8
8	18
18	18
20	20
18	8
14	18
8	8
8	8
8	8
7	7
8	8
18	20
8	8
18	20
8	8
18	20
20	18
18	20
8	8
8	8
18	18
20	18
20	18
8	8
8	8
18	18
18	18
18	18
20	20
18	18
20	8
8	8
14	14
8	8
18	18
8	8
8	18
8	8
18	9
20	18
18	18
18	7
8	18
8	8
8	8
18	8
20	20
8	20
20	8
18	18
18	7
8	8
8	8
8	8
8	18
18	18
18	18
20	18
18	18
8	8
8	8
20	20
8	8
18	18
8	20
20	18
8	18
8	18
18	20
8	7
18	18
8	8
8	8
8	8
8	8
20	20
18	18
8	18
18	18
18	8
14	15
18	20
8	8
20	7
8	8
8	8
8	20
8	8
18	8
18	18
18	18
18	18
18	18
8	8
20	18
8	8
18	18
18	18
8	8
18	18
8	20
18	18
8	8
20	18
8	8
18	19
18	18
18	8
18	18
18	20
18	18
8	18
18	18
8	20
18	18
8	8
8	8
8	8
8	20
8	8
18	20
18	18
8	8
14	14
18	18
18	20
18	18
18	8
20	7
8	8
8	8
8	8
8	7
18	18
8	7
8	8
18	18
8	8
20	18
8	8
18	7
8	18
8	8
18	18
8	8
18	18
8	8
8	18
8	7
16	16
18	20
18	18
8	8
7	8
18	20
8	8
18	8
8	8
8	8
8	8
8	7
8	8
18	18
8	7
20	20
8	8
20	20
20	18
8	8
8	8
20	18
7	7
8	8
8	8
8	8
18	18
8	8
18	18
18	18
18	18
18	18
8	8
15	18
8	18
18	18
18	20
8	8
18	18
8	8
8	8
8	8
18	18
8	8
18	8
20	20
20	8
18	18
8	7
8	8
18	18
18	8
8	8
18	18
18	20
18	18
20	8
7	8
18	18
8	8
18	18
8	7
18	18
18	18
8	8
18	20
8	8
8	8
8	8
18	18
8	8
8	18
18	18
18	20
8	8
8	8
8	8
8	8
18	18
7	20
8	8
8	18
8	8
18	18
18	8
8	8
8	8
9	9
20	20
8	18
18	8
20	20
18	20
8	8
18	20
8	8
18	18
8	8
7	7
18	20
8	8
8	8
18	8
8	20
7	7
8	18
1	8
18	18
18	18
18	18
18	20
7	20
8	8
8	8
20	20
8	8
8	8
8	20
18	18
8	8
14	1
18	18
18	18
8	7
8	9
18	18
8	8
8	20
18	18
8	8
20	7
8	8
8	8
8	8
18	20
18	18
8	8
8	8
8	18
8	8
8	20
8	20
18	20
18	18
20	20
8	8
18	18
8	8
8	8
8	8
14	14
18	20
18	20
8	8
8	8
8	8
18	18
8	8
18	20
18	18
8	8
18	18
18	8
18	9
8	8
18	18
8	8
18	18
18	20
18	8
20	20
20	8
8	8
18	18
7	7
18	18
8	8
8	8
8	8
8	8
8	8
8	8
8	8
18	18
18	20
20	20
18	20
8	18
8	8
18	20
18	18
18	18
8	8
18	18
18	8
8	8
7	7
20	20
8	7
8	8
8	8
8	8
8	8
20	8
20	18
18	20
8	8
8	8
18	18
18	20
8	7
8	8
18	18
18	7
18	18
8	7
18	18
18	7
8	8
18	18
18	7
18	8
18	18
8	18
8	8
18	18
8	8
18	20
8	8
8	8
8	18
8	8
18	20
8	8
8	8
14	14
18	20
8	8
8	8
8	8
8	8
8	8
8	8
8	8
8	8
8	20
8	8
8	18
8	8
8	8
18	20
8	7
8	8
8	8
8	18
8	7
18	18
8	8
8	8
18	20
8	8
20	8
8	8
18	18
8	8
18	18
8	8
18	18
18	18
20	20
8	8
8	20
18	18
8	8
8	8
18	18
8	18
8	8
8	8
8	8
20	20
8	8
8	8
18	18
8	20
18	18
18	18
7	8
8	7
20	20
14	1
8	8
18	20
8	8
18	9
8	7
18	18
8	8
8	8
18	18
18	20
18	20
18	18
18	18
8	8
18	18
18	18
8	20
8	8
18	18
8	8
8	18
7	18
8	8
18	20
20	20
8	18
8	8
20	20
8	8
8	8
8	8
8	8
7	18
18	20
18	18
20	20
8	18
8	8
20	18
8	7
18	18
18	18
8	8
18	18
18	7
18	18
8	8
8	8
8	18
18	18
18	20
18	8
8	8
20	18
8	8
8	18
8	8
8	8
18	18
18	20
8	7
18	18
18	18
8	8
8	8
8	18
8	8
8	8
8	18
8	18
8	20
8	8
18	8
8	20
8	8
18	9
20	18
7	7
8	7
8	8
20	20
8	8
18	20
7	7
18	20
8	8
8	8
8	8
8	8
18	8
18	18
18	18
18	18
8	8
8	8
14	14
18	18
18	18
8	8
20	18
8	8
8	8
8	8
18	18
8	7
8	8
18	18
20	18
18	8
18	18
18	18
18	18
18	18
8	8
18	9
18	20
7	8
20	20
18	20
8	20
8	8
8	7
8	8
18	8
8	18
18	18
18	18
8	8
8	7
18	20
20	20
18	8
8	18
8	8
8	20
20	18
18	18
18	20
18	8
18	18
7	18
8	20
8	8
18	7
8	7
8	8
18	7
8	20
18	20
20	8
8	8
18	20
18	20
8	8
8	8
8	8
14	14
8	8
18	8
18	20
18	20
8	20
18	18
8	7
8	8
18	18
8	20
8	7
18	18
18	18
8	8
8	8
9	6
18	18
18	8
18	18
20	20
18	20
8	8
18	12
8	8
8	8
18	18
8	8
8	8
8	8
18	18
18	18
18	0
18	18
18	18
18	18
8	8
8	8
8	18
18	8
18	18
8	18
8	8
8	8
8	8
18	20
18	18
8	8
18	18
8	7
8	8
18	20
18	14
20	20
8	8
20	20
8	7
18	8
8	8
8	8
8	7
8	8
8	8
8	8
8	18
8	18
18	8
20	18
8	8
18	18
1	8
18	18
18	18
18	20
18	8
18	18
8	8
8	8
8	8
8	8
18	20
8	8
20	18
8	8
18	18
7	8
18	20
18	18
8	8
8	8
8	8
18	9
18	20
8	8
20	18
8	8
8	8
8	8
18	18
8	8
18	18
7	7
8	8
18	18
8	7
8	8
20	8
18	18
18	18
18	18
8	8
8	7
18	8
18	8
18	18
18	18
8	8
18	18
8	8
18	18
18	18
18	20
18	8
8	8
20	20
18	18
8	18
18	18
8	0
8	8
8	8
18	18
18	18
8	8
7	7
8	8
8	18
18	18
20	20
8	8
8	20
8	8
18	8
8	20
8	8
8	20
8	8
20	18
18	18
18	7
8	8
20	18
8	18
7	8
9	9
8	8
8	18
8	8
8	18
14	14
18	8
8	18
18	8
8	8
18	18
18	20
18	18
1	18
18	18
18	20
8	0
18	18
8	8
18	7
18	18
8	8
8	8
8	8
18	18
8	7
8	8
18	7
8	8
18	8
8	8
18	20
8	18
8	8
8	8
18	20
8	8
20	7
18	18
18	18
18	18
18	18
20	18
18	8
8	8
18	18
8	8
8	8
18	18
8	18
8	8
8	8
18	18
7	7
8	8
18	20
8	8
8	8
8	7
8	18
7	8
18	20
8	8
20	20
20	20
8	8
20	20
18	18
18	18
20	20
18	18
18	18
18	20
8	8
18	18
20	18
8	8
8	8
18	18
18	18
8	8
14	14
18	18
8	8
8	8
20	8
20	7
8	8
8	18
18	18
18	18
8	8
8	8
18	18
8	8
8	8
8	8
14	1
8	8
8	7
8	8
20	20
18	18
18	18
8	18
8	18
8	8
18	20
18	7
18	18
8	8
8	20
18	18
20	20
20	18
18	7
7	18
8	8
8	8
18	8
18	18
0	8
8	8
8	8
8	7
8	18
7	20
8	8
8	18
8	8
8	8
18	8
18	18
8	8
18	20
18	18
8	18
7	8
20	20
8	8
18	20
8	8
8	8
18	18
7	20
18	20
8	8
18	8
18	15
18	18
18	18
18	18
18	18
12	12
18	18
20	18
18	18
18	18
8	8
8	8
8	8
18	18
18	20
18	18
18	8
8	8
8	7
18	18
8	8
20	8
18	18
8	8
18	18
20	20
18	18
20	18
8	20
18	18
18	18
18	18
18	18
20	8
14	1
8	18
18	18
8	7
20	20
8	8
18	20
8	8
8	8
18	18
20	20
8	8
18	18
8	18
18	18
8	7
7	7
8	20
8	8
8	20
8	18
8	8
18	18
20	18
8	8
8	8
18	20
18	20
8	8
18	20
18	18
8	8
20	20
8	8
8	8
8	18
18	18
8	18
18	18
18	7
8	8
8	7
18	8
1	1
18	18
18	18
18	18
18	18
18	18
8	18
8	8
18	18
8	8
18	20
18	18
18	18
8	8
18	20
8	18
8	18
18	18
8	8
20	20
8	8
8	8
20	20
8	8
8	8
8	20
18	18
8	8
8	8
8	8
8	8
20	18
18	20
8	8
8	8
8	8
18	18
8	8
18	8
18	18
18	18
8	8
18	18
8	8
8	18
20	18
8	7
18	18
8	8
18	18
18	18
8	18
18	20
8	18
18	18
8	8
8	8
7	7
20	18
8	8
8	8
8	8
20	18
20	18
18	20
8	7
8	8
18	20
8	7
8	7
8	7
20	20
8	8
20	8
18	20
8	18
18	18
18	18
18	18
8	18
8	8
18	18
20	18
18	18
18	8
18	18
8	8
18	18
18	18
8	8
8	8
18	18
18	20
8	8
7	8
18	18
18	18
18	18
20	18
8	20
7	18
18	18
8	8
18	18
18	20
18	20
18	18
18	18
18	18
8	8
14	18
8	8
8	8
8	8
8	8
8	8
8	8
18	8
20	20
8	8
18	18
8	8
18	18
18	18
18	8
8	8
8	7
18	18
18	18
8	8
20	8
8	8
18	8
8	8
8	8
20	18
8	8
9	9
18	14
8	20
20	18
18	18
8	8
8	8
8	12
8	8
8	8
1	15
8	8
18	20
8	8
8	8
18	18
20	20
14	14
8	8
18	18
18	18
18	18
8	18
15	8
8	8
8	7
8	8
18	18
20	20
8	20
18	18
14	14
20	20
8	8
8	7
8	18
8	8
8	7
18	18
18	20
18	20
18	8
8	20
8	7
8	8
7	18
